Token,is_Stop_Word,Lemmatized,Tag,Tag Explanation,Part of Speech Tag,Dependency Parsing
were,True,be,VBD,"verb, past tense",AUX,auxpass
further,True,far,RB,adverb,ADV,advmod
elevated,False,elevate,VBN,"verb, past participle",VERB,ROOT
after,True,after,IN,"conjunction, subordinating or preposition",SCONJ,mark
he,True,he,PRP,"pronoun, personal",PRON,nsubj
cracked,False,crack,VBD,"verb, past tense",VERB,advcl
down,True,down,RP,"adverb, particle",ADP,prt
on,True,on,IN,"conjunction, subordinating or preposition",ADP,prep
people,False,people,NNS,"noun, plural",NOUN,npadvmod
-,False,-,HYPH,"punctuation mark, hyphen",PUNCT,punct
smuggling,False,smuggling,NN,"noun, singular or mass",NOUN,compound
routes,False,route,NNS,"noun, plural",NOUN,pobj
operating,False,operate,VBG,"verb, gerund or present participle",VERB,acl
from,True,from,IN,"conjunction, subordinating or preposition",ADP,prep
Sudan,False,Sudan,NNP,"noun, proper singular",PROPN,pobj
to,True,to,IN,"conjunction, subordinating or preposition",ADP,prep
Libya,False,Libya,NNP,"noun, proper singular",PROPN,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
as,True,as,IN,"conjunction, subordinating or preposition",ADP,prep
part,True,part,NN,"noun, singular or mass",NOUN,pobj
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
an,True,an,DT,determiner,DET,det
onward,False,onward,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
journey,False,journey,NN,"noun, singular or mass",NOUN,pobj
to,True,to,IN,"conjunction, subordinating or preposition",ADP,prep
Europe,False,Europe,NNP,"noun, proper singular",PROPN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
The,True,the,DT,determiner,DET,det
European,False,European,NNP,"noun, proper singular",PROPN,compound
Union,False,Union,NNP,"noun, proper singular",PROPN,nsubj
has,True,have,VBZ,"verb, 3rd person singular present",AUX,aux
sent,False,send,VBN,"verb, past participle",VERB,ROOT
at,True,at,RB,adverb,ADV,advmod
least,True,least,RBS,"adverb, superlative",ADV,advmod
$,False,$,$,"symbol, currency",SYM,quantmod
200,False,200,CD,cardinal number,NUM,compound
million,False,million,CD,cardinal number,NUM,dobj
to,True,to,IN,"conjunction, subordinating or preposition",ADP,prep
Sudan,False,Sudan,NNP,"noun, proper singular",PROPN,poss
’s,True,’s,POS,possessive ending,PART,case
government,False,government,NN,"noun, singular or mass",NOUN,pobj
over,True,over,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
past,False,past,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
decade,False,decade,NN,"noun, singular or mass",NOUN,pobj
to,True,to,TO,"infinitival ""to""",PART,aux
stem,False,stem,VB,"verb, base form",VERB,advcl
migration,False,migration,NN,"noun, singular or mass",NOUN,dobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
"
     
            ",False,"
     
            ",_SP,whitespace,SPACE,dep
Hemedti,False,Hemedti,NNP,"noun, proper singular",PROPN,nsubj
would,True,would,MD,"verb, modal auxiliary",AUX,aux
go,True,go,VB,"verb, base form",VERB,ROOT
on,True,on,RP,"adverb, particle",ADP,prt
to,True,to,TO,"infinitival ""to""",PART,aux
boast,False,boast,VB,"verb, base form",VERB,advcl
about,True,about,IN,"conjunction, subordinating or preposition",ADP,prep
this,True,this,DT,determiner,PRON,pobj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
interviews,False,interview,NNS,"noun, plural",NOUN,pobj
with,True,with,IN,"conjunction, subordinating or preposition",ADP,prep
international,False,international,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
media,False,medium,NNS,"noun, plural",NOUN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
“,False,"""",``,opening quotation mark,PUNCT,punct
[,False,[,XX,unknown,X,dep
The,True,the,DT,determiner,DET,det
EU,False,EU,NNP,"noun, proper singular",PROPN,nmod
],False,],-RRB-,right round bracket,PUNCT,nmod
lose[s,False,lose[,NNS,"noun, plural",NOUN,nmod
],False,],-RRB-,right round bracket,PUNCT,nmod
millions,False,million,NNS,"noun, plural",NOUN,nsubj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
fighting,False,fighting,NN,"noun, singular or mass",NOUN,compound
migration,False,migration,NN,"noun, singular or mass",NOUN,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
that,True,that,DT,determiner,PRON,nsubj
’s,True,’,VBZ,"verb, 3rd person singular present",VERB,ccomp
why,True,why,WRB,wh-adverb,SCONJ,advmod
[,False,[,XX,unknown,X,dep
it,True,it,PRP,"pronoun, personal",PRON,nsubj
has,True,have,VBZ,"verb, 3rd person singular present",VERB,ccomp
],False,],XX,unknown,X,punct
to,True,to,TO,"infinitival ""to""",PART,aux
support,False,support,VB,"verb, base form",VERB,xcomp
us,True,we,PRP,"pronoun, personal",PRON,dobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
”,False,"""",'',closing quotation mark,PUNCT,punct
he,True,he,PRP,"pronoun, personal",PRON,nsubj
told,False,tell,VBD,"verb, past tense",VERB,ROOT
Al,False,Al,NNP,"noun, proper singular",PROPN,compound
Jazeera,False,Jazeera,NNP,"noun, proper singular",PROPN,dobj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
2017,False,2017,CD,cardinal number,NUM,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
"
 
            ",False,"
 
            ",_SP,whitespace,SPACE,dep
“,False,"""",``,opening quotation mark,PUNCT,punct
The,True,the,DT,determiner,DET,det
international,False,international,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
community,False,community,NN,"noun, singular or mass",NOUN,nsubj
created,False,create,VBD,"verb, past tense",VERB,ROOT
this,True,this,DT,determiner,DET,det
monster,False,monster,NN,"noun, singular or mass",NOUN,dobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
They,True,they,PRP,"pronoun, personal",PRON,nsubj
are,True,be,VBP,"verb, non-3rd person singular present",AUX,aux
raping,False,rape,VBG,"verb, gerund or present participle",VERB,ccomp
women,False,woman,NNS,"noun, plural",NOUN,dobj
because,True,because,IN,"conjunction, subordinating or preposition",SCONJ,mark
they,True,they,PRP,"pronoun, personal",PRON,nsubj
can,True,can,MD,"verb, modal auxiliary",AUX,advcl
",",False,",",",","punctuation mark, comma",PUNCT,punct
”,False,"""",'',closing quotation mark,PUNCT,punct
women,False,woman,NNS,"noun, plural",NOUN,poss
’s,True,’s,POS,possessive ending,PART,case
rights,False,right,NNS,"noun, plural",NOUN,compound
activist,False,activist,NN,"noun, singular or mass",NOUN,nsubj
Karib,False,Karib,NNP,"noun, proper singular",PROPN,appos
said,False,say,VBD,"verb, past tense",VERB,ROOT
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
RSF,False,RSF,NNP,"noun, proper singular",PROPN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
“,False,"""",``,opening quotation mark,PUNCT,punct
They,True,they,PRP,"pronoun, personal",PRON,nsubj
know,False,know,VBP,"verb, non-3rd person singular present",VERB,ROOT
the,True,the,DT,determiner,DET,det
ramifications,False,ramification,NNS,"noun, plural",NOUN,dobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
They,True,they,PRP,"pronoun, personal",PRON,nsubj
know,False,know,VBP,"verb, non-3rd person singular present",VERB,ROOT
the,True,the,DT,determiner,DET,det
impact,False,impact,NN,"noun, singular or mass",NOUN,dobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
They,True,they,PRP,"pronoun, personal",PRON,nsubj
know,False,know,VBP,"verb, non-3rd person singular present",VERB,ROOT
how,True,how,WRB,wh-adverb,SCONJ,advmod
terrorizing,False,terrorize,VBG,"verb, gerund or present participle",VERB,acomp
it,True,it,PRP,"pronoun, personal",PRON,nsubj
is,True,be,VBZ,"verb, 3rd person singular present",AUX,ccomp
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
People,False,People,NNS,"noun, plural",NOUN,nsubj
run,False,run,VBP,"verb, non-3rd person singular present",VERB,ROOT
away,False,away,RB,adverb,ADV,advmod
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
"
     
            ",False,"
     
            ",_SP,whitespace,SPACE,dep
“,False,"""",``,opening quotation mark,PUNCT,punct
It,True,it,PRP,"pronoun, personal",PRON,nsubj
’s,True,’,VBZ,"verb, 3rd person singular present",VERB,ROOT
a,True,a,DT,determiner,DET,det
tried,False,tried,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,attr
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
tested,False,test,VBN,"verb, past participle",VERB,conj
method,False,method,NN,"noun, singular or mass",NOUN,dobj
from,True,from,IN,"conjunction, subordinating or preposition",ADP,prep
Darfur,False,Darfur,NNP,"noun, proper singular",PROPN,pobj
that,True,that,WDT,wh-determiner,PRON,nsubjpass
’s,True,’s,VBZ,"verb, 3rd person singular present",AUX,aux
now,True,now,RB,adverb,ADV,advmod
being,True,be,VBG,"verb, gerund or present participle",AUX,auxpass
used,True,use,VBN,"verb, past participle",VERB,ccomp
across,True,across,IN,"conjunction, subordinating or preposition",ADP,prep
Sudan,False,Sudan,NNP,"noun, proper singular",PROPN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
”,False,"""",'',closing quotation mark,PUNCT,punct
" 
     
            ",False," 
     
            ",_SP,whitespace,SPACE,dep
In,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
a,True,a,DT,determiner,DET,det
statement,False,statement,NN,"noun, singular or mass",NOUN,pobj
to,True,to,IN,"conjunction, subordinating or preposition",ADP,prep
CNN,False,CNN,NNP,"noun, proper singular",PROPN,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
the,True,the,DT,determiner,DET,det
US,True,US,NNP,"noun, proper singular",PROPN,compound
State,False,State,NNP,"noun, proper singular",PROPN,compound
Department,False,Department,NNP,"noun, proper singular",PROPN,nsubj
said,False,say,VBD,"verb, past tense",VERB,ROOT
it,True,it,PRP,"pronoun, personal",PRON,nsubj
had,True,have,VBD,"verb, past tense",AUX,aux
“,False,"""",``,opening quotation mark,PUNCT,punct
received,False,receive,VBN,"verb, past participle",VERB,ccomp
deeply,False,deeply,RB,adverb,ADV,advmod
disturbing,False,disturbing,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
reports,False,report,NNS,"noun, plural",NOUN,dobj
about,True,about,IN,"conjunction, subordinating or preposition",ADP,prep
an,True,an,DT,determiner,DET,det
increased,False,increase,VBN,"verb, past participle",VERB,amod
number,False,number,NN,"noun, singular or mass",NOUN,pobj
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
attacks,False,attack,NNS,"noun, plural",NOUN,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
gender,False,gender,NN,"noun, singular or mass",NOUN,npadvmod
-,False,-,HYPH,"punctuation mark, hyphen",PUNCT,punct
based,False,base,VBN,"verb, past participle",VERB,amod
violence,False,violence,NN,"noun, singular or mass",NOUN,appos
",",False,",",",","punctuation mark, comma",PUNCT,punct
including,False,include,VBG,"verb, gerund or present participle",VERB,prep
sexual,False,sexual,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
violence,False,violence,NN,"noun, singular or mass",NOUN,pobj
…,False,…,NFP,superfluous punctuation,PUNCT,punct
The,True,the,DT,determiner,DET,det
majority,False,majority,NN,"noun, singular or mass",NOUN,nsubj
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
such,True,such,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
acts,False,act,NNS,"noun, plural",NOUN,pobj
are,True,be,VBP,"verb, non-3rd person singular present",AUX,ccomp
reportedly,False,reportedly,RB,adverb,ADV,advmod
attributable,False,attributable,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,acomp
to,True,to,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
RSF,False,RSF,NNP,"noun, proper singular",PROPN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
”,False,"""",'',closing quotation mark,PUNCT,punct
"
     
            ",False,"
     
            ",_SP,whitespace,SPACE,dep
The,True,the,DT,determiner,DET,det
State,False,State,NNP,"noun, proper singular",PROPN,compound
Department,False,Department,NNP,"noun, proper singular",PROPN,nsubj
released,False,release,VBD,"verb, past tense",VERB,ROOT
a,True,a,DT,determiner,DET,det
strongly,False,strongly,RB,adverb,ADV,advmod
worded,False,word,VBN,"verb, past participle",VERB,amod
statement,False,statement,NN,"noun, singular or mass",NOUN,dobj
Thursday,False,Thursday,NNP,"noun, proper singular",PROPN,compound
night,False,night,NN,"noun, singular or mass",NOUN,npadvmod
condemning,False,condemn,VBG,"verb, gerund or present participle",VERB,advcl
atrocities,False,atrocity,NNS,"noun, plural",NOUN,dobj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
Darfur,False,Darfur,NNP,"noun, proper singular",PROPN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
"
     
            ",False,"
     
            ",_SP,whitespace,SPACE,dep
“,False,"""",``,opening quotation mark,PUNCT,punct
Rape,False,rape,NN,"noun, singular or mass",NOUN,meta
",",False,",",",","punctuation mark, comma",PUNCT,punct
murder,False,murder,NN,"noun, singular or mass",NOUN,appos
",",False,",",",","punctuation mark, comma",PUNCT,punct
targeted,False,target,VBN,"verb, past participle",VERB,amod
ethnic,False,ethnic,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,npadvmod
-,False,-,HYPH,"punctuation mark, hyphen",PUNCT,punct
based,False,base,VBN,"verb, past participle",VERB,amod
killings,False,killing,NNS,"noun, plural",NOUN,appos
",",False,",",",","punctuation mark, comma",PUNCT,punct
the,True,the,DT,determiner,DET,det
destruction,False,destruction,NN,"noun, singular or mass",NOUN,appos
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
whole,True,whole,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
villages,False,village,NNS,"noun, plural",NOUN,pobj
–,False,–,:,"punctuation mark, colon or ellipsis",PUNCT,punct
these,True,these,DT,determiner,PRON,nsubj
are,True,be,VBP,"verb, non-3rd person singular present",AUX,ccomp
the,True,the,DT,determiner,DET,det
horrors,False,horror,NNS,"noun, plural",NOUN,attr
that,True,that,IN,"conjunction, subordinating or preposition",SCONJ,mark
the,True,the,DT,determiner,DET,det
war,False,war,NN,"noun, singular or mass",NOUN,nsubj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
Sudan,False,Sudan,NNP,"noun, proper singular",PROPN,pobj
has,True,have,VBZ,"verb, 3rd person singular present",AUX,aux
brought,False,bring,VBN,"verb, past participle",VERB,relcl
back,True,back,RB,adverb,ADV,advmod
to,True,to,IN,"conjunction, subordinating or preposition",ADP,prep
Darfur,False,Darfur,NNP,"noun, proper singular",PROPN,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
”,False,"""",'',closing quotation mark,PUNCT,punct
a,True,a,DT,determiner,DET,det
tweet,False,tweet,NN,"noun, singular or mass",NOUN,nsubj
from,True,from,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
State,False,State,NNP,"noun, proper singular",PROPN,compound
Department,False,Department,NNP,"noun, proper singular",PROPN,poss
’s,True,’s,POS,possessive ending,PART,case
Bureau,False,Bureau,NNP,"noun, proper singular",PROPN,pobj
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
African,False,African,NNP,"noun, proper singular",PROPN,compound
Affairs,False,Affairs,NNPS,"noun, proper plural",PROPN,pobj
said,False,say,VBD,"verb, past tense",VERB,ROOT
Friday,False,Friday,NNP,"noun, proper singular",PROPN,npadvmod
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
“,False,"""",``,opening quotation mark,PUNCT,punct
Credible,False,credible,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
sources,False,source,NNS,"noun, plural",NOUN,nsubj
place,False,place,VBP,"verb, non-3rd person singular present",VERB,ROOT
blame,False,blame,NN,"noun, singular or mass",NOUN,dobj
at,True,at,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
feet,False,foot,NNS,"noun, plural",NOUN,pobj
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
RSF,False,RSF,NNP,"noun, proper singular",PROPN,pobj
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
allied,False,ally,VBN,"verb, past participle",VERB,amod
militias,False,militia,NNS,"noun, plural",NOUN,conj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
Attacks,False,attack,NNS,"noun, plural",NOUN,nsubj
on,True,on,IN,"conjunction, subordinating or preposition",ADP,prep
civilians,False,civilian,NNS,"noun, plural",NOUN,pobj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
Sudan,False,Sudan,NNP,"noun, proper singular",PROPN,pobj
by,True,by,IN,"conjunction, subordinating or preposition",ADP,prep
any,True,any,DT,determiner,DET,det
party,False,party,NN,"noun, singular or mass",NOUN,pobj
must,True,must,MD,"verb, modal auxiliary",AUX,aux
end,False,end,VB,"verb, base form",VERB,ROOT
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
”,False,"""",'',closing quotation mark,PUNCT,punct
"
     
            ",False,"
     
            ",_SP,whitespace,SPACE,dep
Prior,False,prior,RB,adverb,ADV,advmod
to,True,to,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
publication,False,publication,NN,"noun, singular or mass",NOUN,pobj
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
its,True,its,PRP$,"pronoun, possessive",PRON,poss
report,False,report,NN,"noun, singular or mass",NOUN,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
CNN,False,CNN,NNP,"noun, proper singular",PROPN,nsubj
shared,False,share,VBD,"verb, past tense",VERB,ROOT
with,True,with,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
State,False,State,NNP,"noun, proper singular",PROPN,compound
Department,False,Department,NNP,"noun, proper singular",PROPN,pobj
its,True,its,PRP$,"pronoun, possessive",PRON,poss
findings,False,finding,NNS,"noun, plural",NOUN,dobj
on,True,on,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
extent,False,extent,NN,"noun, singular or mass",NOUN,pobj
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
ethnically,False,ethnically,RB,adverb,ADV,advmod
motivated,False,motivate,VBN,"verb, past participle",VERB,amod
rapes,False,rape,NNS,"noun, plural",NOUN,pobj
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
atrocities,False,atrocity,NNS,"noun, plural",NOUN,conj
being,True,be,VBG,"verb, gerund or present participle",AUX,auxpass
committed,False,commit,VBN,"verb, past participle",VERB,acl
by,True,by,IN,"conjunction, subordinating or preposition",ADP,agent
fighters,False,fighter,NNS,"noun, plural",NOUN,pobj
from,True,from,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
RSF,False,RSF,NNP,"noun, proper singular",PROPN,pobj
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
their,True,their,PRP$,"pronoun, possessive",PRON,poss
armed,False,armed,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
allies,False,ally,NNS,"noun, plural",NOUN,conj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
"
     
            ",False,"
     
            ",_SP,whitespace,SPACE,dep
The,True,the,DT,determiner,DET,det
fear,False,fear,NN,"noun, singular or mass",NOUN,nsubj
now,True,now,RB,adverb,ADV,advmod
among,True,among,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
Sudanese,False,sudanese,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,pobj
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
some,True,some,DT,determiner,PRON,conj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
international,False,international,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
community,False,community,NN,"noun, singular or mass",NOUN,pobj
is,True,be,VBZ,"verb, 3rd person singular present",AUX,ROOT
that,True,that,IN,"conjunction, subordinating or preposition",SCONJ,mark
Wagner,False,Wagner,NNP,"noun, proper singular",PROPN,poss
’s,True,’s,POS,possessive ending,PART,case
involvement,False,involvement,NN,"noun, singular or mass",NOUN,nsubj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
war,False,war,NN,"noun, singular or mass",NOUN,pobj
has,True,have,VBZ,"verb, 3rd person singular present",AUX,aux
helped,False,help,VBN,"verb, past participle",VERB,ccomp
make,True,make,VB,"verb, base form",VERB,xcomp
Hemedti,False,Hemedti,NNP,"noun, proper singular",PROPN,nsubj
“,False,"""",``,opening quotation mark,PUNCT,punct
bigger,False,big,JJR,"adjective, comparative",ADJ,ccomp
”,False,"""",'',closing quotation mark,PUNCT,punct
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
“,False,"""",``,opening quotation mark,PUNCT,punct
badder,False,badder,VB,"verb, base form",VERB,conj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
”,False,"""",'',closing quotation mark,PUNCT,punct
"
     
            ",False,"
     
            ",_SP,whitespace,SPACE,dep
“,False,"""",``,opening quotation mark,PUNCT,punct
The,True,the,DT,determiner,DET,det
reality,False,reality,NN,"noun, singular or mass",NOUN,nsubj
is,True,be,VBZ,"verb, 3rd person singular present",AUX,ccomp
that,True,that,IN,"conjunction, subordinating or preposition",SCONJ,mark
Hemedti,False,Hemedti,NNP,"noun, proper singular",PROPN,nsubj
is,True,be,VBZ,"verb, 3rd person singular present",AUX,ccomp
incredibly,False,incredibly,RB,adverb,ADV,advmod
useful,False,useful,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,acomp
to,True,to,IN,"conjunction, subordinating or preposition",ADP,prep
Wagner,False,Wagner,NNP,"noun, proper singular",PROPN,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
”,False,"""",'',closing quotation mark,PUNCT,punct
the,True,the,DT,determiner,DET,det
Western,False,western,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
intelligence,False,intelligence,NN,"noun, singular or mass",NOUN,compound
official,False,official,NN,"noun, singular or mass",NOUN,nsubj
told,False,tell,VBD,"verb, past tense",VERB,ROOT
CNN,False,CNN,NNP,"noun, proper singular",PROPN,dobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
“,False,"""",``,opening quotation mark,PUNCT,punct
He,True,he,PRP,"pronoun, personal",PRON,nsubj
has,True,have,VBZ,"verb, 3rd person singular present",VERB,ROOT
tribal,False,tribal,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
kinship,False,kinship,NN,"noun, singular or mass",NOUN,conj
links,False,link,NNS,"noun, plural",NOUN,dobj
across,True,across,IN,"conjunction, subordinating or preposition",ADP,prep
Africa,False,Africa,NNP,"noun, proper singular",PROPN,pobj
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
there,True,there,EX,existential there,PRON,expl
is,True,be,VBZ,"verb, 3rd person singular present",VERB,conj
incredible,False,incredible,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
concern,False,concern,NN,"noun, singular or mass",NOUN,attr
about,True,about,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
damage,False,damage,NN,"noun, singular or mass",NOUN,pobj
that,True,that,WDT,wh-determiner,PRON,dobj
a,True,a,DT,determiner,DET,det
bigger,False,big,JJR,"adjective, comparative",ADJ,amod
",",False,",",",","punctuation mark, comma",PUNCT,punct
badder,False,badder,NN,"noun, singular or mass",NOUN,compound
RSF,False,RSF,NNP,"noun, proper singular",PROPN,nsubj
–,False,–,:,"punctuation mark, colon or ellipsis",PUNCT,punct
emboldened,False,embolden,VBN,"verb, past participle",VERB,acl
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
supported,False,support,VBN,"verb, past participle",VERB,conj
by,True,by,IN,"conjunction, subordinating or preposition",ADP,agent
Wagner,False,Wagner,NNP,"noun, proper singular",PROPN,pobj
–,False,–,:,"punctuation mark, colon or ellipsis",PUNCT,punct
could,True,could,MD,"verb, modal auxiliary",AUX,aux
wreak,False,wreak,VB,"verb, base form",VERB,relcl
not,True,not,RB,adverb,PART,preconj
just,True,just,RB,adverb,ADV,advmod
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
Sudan,False,Sudan,NNP,"noun, proper singular",PROPN,pobj
but,True,but,CC,"conjunction, coordinating",CCONJ,cc
in,True,in,IN,"conjunction, subordinating or preposition",ADP,conj
the,True,the,DT,determiner,DET,det
entire,False,entire,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
region,False,region,NN,"noun, singular or mass",NOUN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
”,False,"""",'',closing quotation mark,PUNCT,punct
" 
     
            ",False," 
     
            ",_SP,whitespace,SPACE,dep
Wagner,False,Wagner,NNP,"noun, proper singular",PROPN,poss
’s,True,’s,POS,possessive ending,PART,case
presence,False,presence,NN,"noun, singular or mass",NOUN,nsubjpass
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
financial,False,financial,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
interests,False,interest,NNS,"noun, plural",NOUN,appos
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
Africa,False,Africa,NNP,"noun, proper singular",PROPN,pobj
are,True,be,VBP,"verb, non-3rd person singular present",AUX,auxpass
well,True,well,RB,adverb,ADV,advmod
documented,False,document,VBN,"verb, past participle",VERB,ROOT
",",False,",",",","punctuation mark, comma",PUNCT,punct
but,True,but,CC,"conjunction, coordinating",CCONJ,cc
the,True,the,DT,determiner,DET,det
violence,False,violence,NN,"noun, singular or mass",NOUN,nsubj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
Sudan,False,Sudan,NNP,"noun, proper singular",PROPN,pobj
appears,False,appear,VBZ,"verb, 3rd person singular present",VERB,conj
to,True,to,TO,"infinitival ""to""",PART,aux
have,True,have,VB,"verb, base form",AUX,aux
given,False,give,VBN,"verb, past participle",VERB,xcomp
the,True,the,DT,determiner,DET,det
group,False,group,NN,"noun, singular or mass",NOUN,dative
a,True,a,DT,determiner,DET,det
fresh,False,fresh,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
opportunity,False,opportunity,NN,"noun, singular or mass",NOUN,dobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
"
     
            ",False,"
     
            ",_SP,whitespace,SPACE,dep
Wagner,False,Wagner,NNP,"noun, proper singular",PROPN,compound
chief,False,chief,NN,"noun, singular or mass",NOUN,compound
Yeveny,False,Yeveny,NNP,"noun, proper singular",PROPN,compound
Prigozhin,False,Prigozhin,NNP,"noun, proper singular",PROPN,nsubj
did,True,do,VBD,"verb, past tense",AUX,aux
not,True,not,RB,adverb,PART,neg
directly,False,directly,RB,adverb,ADV,advmod
address,False,address,VB,"verb, base form",VERB,ROOT
CNN,False,CNN,NNP,"noun, proper singular",PROPN,poss
’s,True,’s,POS,possessive ending,PART,case
request,False,request,NN,"noun, singular or mass",NOUN,dobj
for,True,for,IN,"conjunction, subordinating or preposition",ADP,prep
comment,False,comment,NN,"noun, singular or mass",NOUN,pobj
on,True,on,IN,"conjunction, subordinating or preposition",ADP,prep
Wagner,False,Wagner,NNP,"noun, proper singular",PROPN,poss
’s,True,’s,POS,possessive ending,PART,case
